date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
06/03/2024,"Shoulder Press 10x2","EMOM-102 Shoulder Press*work up for 5 sets, use the same weight for the last 5 sets",155,"155","Load","Shoulder Press","[{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":145},{""success"":true,""load"":155},{""success"":true,""load"":155},{""success"":true,""load"":155},{""success"":true,""load"":155},{""success"":true,""load"":155}]","",RX,
06/03/2024,"Grace","30 reps for time of:• Clean & Jerk 135/95#",119,"1:59","","","[{""secs"":59,""mins"":1}]","",RX,PR
06/04/2024,"Back Pause Squat 5x3","Pause Back Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps",315,"315","Load","Back Pause Squat","[{""success"":true,""load"":185},{""success"":true,""load"":225},{""success"":true,""load"":255},{""success"":true,""load"":285},{""success"":true,""load"":315}]","",RX,
06/04/2024,"CFM 6.04.2024","21-15-9DB SquatsC2B Pull-ups*Scale to chin over bar pull-ups, jumping pull-ups, banded pull-ups or ring-rows if needed",313,"5:13","","","[{""secs"":13,""mins"":5}]","C2b felt clunky ",RX,
06/05/2024,"The Ghost","6 rounds of:1 minute of rowing1 minute of burpees1 minute of double-unders1 minute restTry for as many reps as possible of EACH exercise, not just total score. Post separate totals of calories rowed, burpee reps and double-under reps completed to your notes.",704,"704","Reps","","[{""reps"":704}]","Row 24Burpees 14Dubs 105 14322 10 100 13220 6 80 10619 5 80 10419 5 80 10420 5 90 115",RX,PR
06/07/2024,"CFM 6.07.2024","Death by Wall balls / Ski ergAlt MinMin 1) 5/3 Wall ballsMin 2) 5/3 Ski cals*Add 1 rep each 2 minutes until failure 6/4, 6/4, 7/5, 7/5...**Log the last round you successfully complete",19,"19","Reps","","[{""reps"":19}]","Started on skiFinished 20 cal ski and didn’t do wall ball because I’m dumb ",RX,
06/10/2024,"Air Force","For time:• 20 Thrusters• 20 Sumo deadlift high pulls• 20 Push jerks• 20 Overhead squats• 20 Front squatsMen will use a 95lb barbell. Women will use 65lbs. Each athlete must do four burpees at the beginning of every minute before moving on to the barbell work. The athlete is allowed to move to the next barbell skill once an he/she has completed all 20 reps. If the minute clock beeps during a repetition the athlete will complete their rep and then start their four burpees.",475,"7:55","","","[{""secs"":55,""mins"":7}]","",RX,PR
06/10/2024,"Pause Front Squat 5x3","Pause Front Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps",195,"195","Load","Front Pause Squat","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":195}]","",RX,
06/11/2024,"Shoulder Press 10x2","EMOM-102 Shoulder Press*work up for 5 sets, use the same weight for the last 5 sets",175,"175","Load","Shoulder Press","[{""success"":true,""load"":0},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":175}]","",RX,
06/11/2024,"CFM 6.11.2024","10 min AMRAP40/30 cal bikein time remaining, complete as many rounds of20 shuttle runs5 wall walksscore only your rounds and reps of shuttles/wall walks",3.022,"3+22","Rounds + Reps","","[{""rnds"":3,""reps"":22}]","",RX,
07/01/2024,"Front Pause Squat 1x1","Front Pause Squat for load: #1: 1 rep",285,"285","Load","Front Pause Squat","[{""success"":true,""load"":285}]","",RX,
07/01/2024,"Grace","30 reps for time of:• Clean & Jerk 135/95#",120,"2:00","","","[{""secs"":0,""mins"":2}]","",RX,
07/04/2024,"Power Clean 10x2","Every 90 sec for 10 Rounds2 Power Cleans",298,"298","Load","Power Clean","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":298}]","I definitely did 2 in under 90 seconds",RX,PR
07/04/2024,"MARCO","3 rounds for time of:• 21 Pull-ups• 15 Hand Stand Push-Ups• 9 Thrusters, 135/95 lb.",1020,"17:00","","","[{""secs"":0,""mins"":17}]","🥹",RX,PR
07/05/2024,"CFM 7.05.2024","25/20 cal row25 deadlifts50 wall balls200m farmers carry50 wall balls25 deadlifts25/20 cal rowM:225   W:153",1180,"19:40","","","[{""secs"":40,""mins"":19}]","",RX,
07/06/2024,"Team Saturday!","Team of 2: 12:00 AMRAP of alternating rounds 30 Double Unders10 Power Snatch (75/55)Goal is to move fast knowing you have the rest while your partner goes. You are allowed to muscle snatch!Scaling: Should be a very manageable, repeatable rep count of DU. If you are newer to DU, you can choose to do 30 total jumps (so if you did single, single, double, single that would be 4 reps). For the Snatch, you should think you could do at least 5 rounds unbroken before needing to break a set of 10. You are allowed to scale reps down to 8 or 6 before lowering the weight.",6,"6","Rounds + Reps","","[{""rnds"":6}]","Rest 1:1EOMOM",RX,
07/06/2024,"Machine Intervals","12 Sets:1:00 ON/1:00 OFFRest 2:00 after Set 6*Using the same machine as you did last Saturday! Total your calories from sets 1-6 and sets 7-12 and see if you can get more calories on sets 7-12.",150,"150","Calories","","[{""calories"":146},{""calories"":150}]","C2 bike ",RX,
07/08/2024,"Tempo Snatch Pulls","Every 2:00 x 3 Sets:3 Tempo Snatch Pulls (85% of 1RM Snatch)*Same as last week: 3 seconds from floor to hip crease then explode into triple extension THEN 3 second eccentric to the floor; reset on the floor each rep",185,"185","Load","","[{""success"":true,""load"":185}]","",RX,
07/08/2024,"High Hang Power Snatches","Every 2:00 x 4 Sets:2 High Hang Power Snatch + 2 Hang Power Snatches (65%)Again, you should continue to focus on keeping the bar in your hip crease during the dip on the high hang and then snapping under the bar as fast as you can. Then we will increase the ROM with the hang power snatches. You should be trying to end up in the same high hang position so that you apply your first 2 reps to your second 2 reps!",135,"135","Load","","[{""success"":true,""load"":135}]","",RX,
07/08/2024,"CFM 7.08.2024","At 0:001 max set of unbroken Wall balls*use a weight/height combo that allows you to get 50ish repsAt 5:003 min row for max calories",140,"140","Reps","","[{""reps"":65},{""reps"":75}]","",RX,
07/09/2024,"Speed Bench Press","Every 1:30 x 10 Set:2 Speed Bench Press (65%)Goal is to complete your 2 reps as fast as you can but were up to 10 sets this week",185,"185","Load","","[{""success"":true,""load"":185}]","",RX,
07/09/2024,"Warmup","15:00 EMOMMin 1) 40 seconds of shuttle runs (25ft down and back) Min 2) 20-50 Double Unders for speedMin 3) 40 seconds of Freestanding HS Hold PracticeMin 4) 2-4 Skin the Cats on ringsMin 5) 5 Box Jumps (24/20"")",0,"","Other / Text","","[{}]","",RX,
07/10/2024,"Overhead Complex","Every 2:00 x 4 Sets:1 Pause Jerk Dip + 1 Push Press + 1 Jerk Dip + 1 Split Jerk (70% of 1RM Split Jerk) *Pause for 1 full second in first dip. You will reset standing tall between each rep. Your goal is to have the bottom position of your dip look the exact same for all 4 reps. The push press is going to be a little heavy as we are going off our split jerk, but then you should be getting under that bar quick on the split jerks.",205,"205","Load","","[{""success"":true,""load"":205}]","",RX,
07/10/2024,"2 Parter!","EMOM to Failure (10:00 Cap)25 Drag Rope Double Unders1-3 Wall Walks*in same minute -2:00 Rest after you fail or complete 10:00 then-Rope Climbs For Time: (3 options)A. 10 Legless + 10 Regular Rope Climbs B. 10-20 Regular Rope Climbs for timeC. 10 Rope Climbs not for time, focusing on big, efficient pulls and descents*pick a rep scheme for part 2 that you are completing in under 10 minutes*for part 1, you can sub in 25-50 regular DU or 50 single unders (you should be picking a challenging rep scheme that allows you to get through at least 5 minutes)",0,"10 + 10","Other / Text","","[{""other"":""10 + 10""}]","25 drag1 ww10 rc for time",SCALED,
07/10/2024,"Speed Hang Power Cleans","Every 1:30-2:00 x 6 Sets:1 Clean Shrug Pull + 2 Hang Power Cleans (70%)*reset at hips between reps, looking to move that bar as fast as you possibly can and snap under it",190,"190","Load","","[{""success"":true,""load"":190}]","",RX,
07/12/2024,"Warmup","500m Row, then3 Sets:100ft Single Arm Overhead Carry/arm (light KB) 10 PVC Pass Throughs in Full Squat10 Alternating Cossack Squats 5 Single Arm KB Sots Press/Arm (Light)3 Sets (Empty Bar)3 Hang Sn. DL + 3 HS High Pull + 3 Hang Muscle Snatch + 3 Snatch Push Press + 3 Snatch Grip Push Jerks 5 Box Jumps",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
07/12/2024,"Snatch Complex","Every 2:00 x 5 Sets:2 x (Hang Power Snatch + Low Hang Power Snatch) + 1 Power SnatchSets 1-2: 65%Sets 3-4: 70%Set 5: 75%So it is: HPS + Low HPS + HPS + Low HPS + drop bar + PS",160,"160","Load","","[{""success"":true,""load"":140},{""success"":true,""load"":150},{""success"":true,""load"":160}]","",RX,
07/15/2024,"3 Position Power Snatch","10:00 EMOM1 High Hang Power Snatch + 1 Hang Power Snatch + 1 Low Hang Power Snatch Sets 1-4: 60%Sets 5-7: 65%Sets 8-10: 70%",150,"150","Load","","[{""success"":true,""load"":135},{""success"":true,""load"":140},{""success"":true,""load"":150}]","",RX,
07/16/2024,"Tuesday EMOM!","14:00 EMOMMin 1: 16/11 Cal SkiMin 2: 16 Push Press (115/75lb)Push the ski hard (sub 50 seconds ideally). Then make sure you are hitting full extension on your push press reps. You should be picking a weight that is difficult but unbroken for at least 3 rounds (and then 2 sets at most if you do end up breaking it up)",0,"8:00","Other / Text","","[{""other"":""8:00""}]","",SCALED,
07/16/2024,"Gymnastics Test","Option 1: 30 Strict RMU For TimeOption 2: 30 Strict False Grip Chest to Ring Pullups then 30 Strict Ring Dips Option 3: 30 Chinups then 30 Strict Ring Dips (use assistance as needed to get sets of 3)[10:00 Cap]",602,"10:02","","","[{""secs"":2,""mins"":10}]","Scaled 30-28 dips",RX,
07/16/2024,"Speed Bench Press","Every 1:30 x 8 Sets:3 Speed Bench Press (65%)Note that this is the same weight as last week, but we have increased the reps per set so we are doing 24 instead of 20 reps. Again, you are trying to move the bar as fast as you possibly can for all 24 reps.",185,"185","Load","","[{""success"":true,""load"":185}]","",RX,
07/16/2024,"Box Jumps","Every 30 seconds x 20 reps1 x 1 Step Box Jump (30/24"")*you can take one step into your jump with the goal of jump as high as you possibly can every single rep",0,"","Other / Text","","[{}]","",RX,
07/17/2024,"Clean Shrug Pull + 3 HPC","Every 1:30-2:00 x 6 Sets:1 Clean Shrug Pull + 3 Hang Power Cleans (70%)*this is the same weight and setup as last week with one extra rep on the hang power cleans*once again..reset at hips between reps, looking to move that bar as fast as you possibly can and snap under it!!",190,"190","Load","","[{""success"":true,""load"":190}]","",RX,
07/17/2024,"Push Jerks","3:00 EMOM5 Push Jerks (65%)intoEvery 2:00 x 5 Sets3 Push Jerks (70-70-75-75-80%)",245,"245","Load","","[{""success"":true,""load"":205},{""success"":true,""load"":225},{""success"":true,""load"":235},{""success"":true,""load"":245}]","",RX,
07/18/2024,"Outside Option!","40:00 Ruck Walk  (45/30lb)or 20k Bike Erg *just above conversational pace",2440,"40:40","","","[{""secs"":40,""mins"":40}]","Bike",RX,
07/19/2024,"Snatch Complex","Every 2:00 x 5 Sets:1 Power Snatch + 1 Snatch + 1 Power SnatchSets 1-2: 70%Sets 3-4: 75%Set 5: 80%*going to work on hitting the full extension on the first power snatch, then speed under the bar with the full snatch and then still being explosive under a little more fatigue on the final power snatch. These percentages are based off power snatch 1RM. Drop and reset between reps!",0,"0:00","","","[{""mins"":0}]","",RX,
07/19/2024,"Clean Complex","Every 2:30 x 4 Sets:1 Power Clean + 1 Hang Clean + 1 Power Clean + 1 Hang CleanSet 1: 70%Set 2: 75%Set 3-4: 80%*percentage based on power clean. Make sure to drop and reset after your first hang clean!",190,"190","Load","","[{""success"":true,""load"":190},{""success"":true,""load"":190},{""success"":true,""load"":190}]","",RX,
07/22/2024,"Snatch Pulls","Every 2:00 x 4 Sets:2 Snatch Pulls (100% of 1RM Snatch)Note: NO TEMPO THIS WEEK. That doesnt mean we rush our reps. Apply the tempo to normal speed now. Dont let the work go to waste!",225,"225","Load","","[{""success"":true,""load"":225}]","",RX,
07/22/2024,"Power Snatch","Every 30 seconds x 10 reps (5:00)1 Power Snatch (75%)Goal: Move that bar as fast as you possibly can once you get it to your hip crease. DO NOT rush the first pull. Smooth is fast here.",155,"155","Load","","[{""success"":true,""load"":155}]","",RX,
07/22/2024,"CFM 7.22.2024","100 Double-unders40 Toes-to-bar30 Strict Handstand push-ups20 Bar MU10 Push Jerks (185/123)100 Double-unders",1195,"19:55","","","[{""secs"":55,""mins"":19}]","",RX,
07/23/2024,"Speed Bench Press","Every 2:00 x 6 Sets:3 Speed Bench Press (70%)",200,"200","Load","","[{""success"":true,""load"":200}]","",RX,
07/23/2024,"CFM 7.23.2024","4 Rounds4 Snatches12 Shuttle runs*Perform Squat Snatches if you can and work as heavy as possible using the same weight for all 4 sets. Snatches should be performed as singles, dropping the bar after each rep.**Log your weight lifted as your score and log your time in the notes.",185,"185","Load","","[{""success"":true,""load"":185}]","",RX,
07/23/2024,"10x2 Hang Power Snatch + OH Squat","EMOM-102 Hang Power Snatch2 Overhead Squats",185,"185","Load","Power Snatch + OH Squat","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":185}]","",RX,
07/29/2024,"CFM 7.29.2024","4 Rounds24 Sit-ups16 Bar-facing burpees8 Push JerksW:93     M:135",544,"9:04","","","[{""secs"":4,""mins"":9}]","",RX,
07/30/2024,"CFM 7.30.2024","21-15-9DeadliftsPull-upsM:225     W:153",209,"3:29","","","[{""secs"":29,""mins"":3}]","",RX,
07/31/2024,"CFM 7.31.2024","15 min AMRAP5 Wall walks10 cal Ski15 Toes-to-bar",4,"4","Rounds + Reps","","[{""rnds"":4}]","",RX,
08/02/2024,"Pause Snatch 5x2","Pause Squat Snatch for load: #1: 2 reps #2: 2 reps #3: 2 reps #4: 2 reps #5: 2 reps*Pause at the knee for a 2 count",205,"205","Load","Squat Pause Snatch","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":205}]","",RX,
08/02/2024,"Preslie","Start a new round every 4:002:30 work / 1:30 rest5 Squat Snatches10 Strict HSPU50 Double UndersW: 63#, add 10# each round until failureM: 95#, add 20# each round until failure",3,"3","Rounds + Reps","","[{""rnds"":3}]","6 shspu ",SCALED,PR
08/05/2024,"Power Snatch 5x5","Power Snatch 5x5*Practice cycling the barbell, adding weight each round up to a medium/heavy weight that still allows to more good reps than sloppy reps",185,"185","Load","Power Snatch","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":185}]","",RX,PR
08/05/2024,"Karen","For time:• 150 Wall Ball shots 20/14#",598,"9:58","","","[{""secs"":58,""mins"":9}]","Didn’t have it today but I’m happy I finished 😅",RX,
08/06/2024,"Cole","100 wall walks for time*30 minute time capIntermediate OptionEvery 3 minutes for 10 Rounds5 wall walksMax cal row/bike (alternate) in time remainingBeginner OptionEvery 3 minutes for 10 Rounds3 wall walks (6 inch worms)Max cal row/bike (alternate) in time remaining",1250,"20:50","","","[{""secs"":50,""mins"":20}]","50 reps",SCALED,PR
08/07/2024,"Deadlift 3x10","Deadlift for load: #1: 10 reps @ 50% #2: 10 reps @ 55% #3: 10 reps @ 60%*New 4 week cycle, stick to your percentages**If you dont know your max, use your lifting partners max or ask your coach for guidance",315,"315","Load","Deadlift","[{""success"":true,""load"":275},{""success"":true,""load"":295},{""success"":true,""load"":315}]","",RX,
08/07/2024,"CFM 8.07.2024","10-9-8-7-6-5-4-3-2-1Pull-upsV-upsDB lunges*DB lunges w/ 2 DBs at your side",435,"7:15","","","[{""secs"":15,""mins"":7}]","50#",RX,
08/13/2024,"CFM 8.13.2024","7 Rounds7 Heavy DB Snatches7 Burpee T2B",990,"16:30","","","[{""secs"":30,""mins"":16}]","90#",RX,
08/13/2024,"Power Snatch 5x5","Power Snatch for load: #1: 5 reps #2: 5 reps #3: 5 reps #4: 5 reps #5: 5 reps",175,"175","Load","Power Snatch","[{""success"":true,""load"":95},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":175},{""success"":false,""load"":195}]","2 @ 195",RX,
08/14/2024,"CFM 8.14.2024","2 Rounds30 Thrusters30 Strict Pull-upsM:135     W:93",1234,"20:34","","","[{""secs"":34,""mins"":20}]","",RX,
08/16/2024,"ROW 8.16.2024","500m row, rest 2 min500m row, rest 2 min300m row, rest 2 min300m row, rest 2 min100m row, rest 2 min100m row",330,"5:30","","","[{""secs"":37,""mins"":1},{""secs"":35,""mins"":1},{""secs"":54},{""secs"":54},{""secs"":15},{""secs"":15}]","",RX,
08/19/2024,"CFM 8.19.2024","100/80 cal bike50 strict pull-ups100 sit-ups50 pull-ups100/80 cal row",1632,"27:12","","","[{""secs"":12,""mins"":27}]","Bike first",RX,
08/20/2024,"CFM 8.20.2024","5 Rounds50 ft HS Walk15 KB Swings",696,"11:36","","","[{""secs"":36,""mins"":11}]","",RX,
08/20/2024,"Deadlift 3x10","Deadlift for load: #1: 10 reps @ 55% #2: 10 reps @ 60% #3: 10 reps @ 65%",335,"335","Load","Deadlift","[{""success"":true,""load"":295},{""success"":true,""load"":315},{""success"":true,""load"":335}]","",RX,
08/27/2024,"CFM 8.27.2024","21-15-9ThrustersShuttle runsM:115     W:83",401,"6:41","","","[{""secs"":41,""mins"":6}]","",RX,
08/29/2024,"CFM 8.29.2024","3 Rounds20 DB Burpee DL150 DU",1134,"18:54","","","[{""secs"":54,""mins"":18}]","",RX,
08/29/2024,"Deadlift 3x10","Deadlift for load: #1: 10 reps @ 55% +5-10lbs #2: 10 reps @ 60% +5-10lbs #3: 10 reps @ 65% +5-10lbs",405,"405","Load","Deadlift","[{""success"":true,""load"":315},{""success"":true,""load"":365},{""success"":true,""load"":405}]","Double overhand hook grip",RX,
09/02/2024,"LUCE","Wearing a 20 pound vest, three rounds of:•Run 1K•10 Muscle-ups•100 Squats* SCALING *Most athletes will not wear a vest for the MUIf you dont have a vest, you can always carry a medicine ball or DB for the run, squats or both",2400,"40:00","","","[{""secs"":0,""mins"":40}]","2 rounds RX and capped",RX,PR
09/03/2024,"Deadlift 3x8","Deadlift for load: #1: 8 reps @ 60% #2: 8 reps @ 65% #3: 8 reps @ 70%",415,"415","Load","Deadlift","[{""success"":true,""load"":315},{""success"":true,""load"":365},{""success"":true,""load"":415}]","Double overhand hookgrip ",RX,
09/03/2024,"Dumbbell DT","5 Rounds for time12 DB Deadlifts9 DB Hang Power Cleans6 DB Push Press/Jerks",541,"9:01","","","[{""secs"":1,""mins"":9}]","55#",RX,
09/06/2024,"CFM 9.06.2024","10 min AMRAP10 Pull-ups10 cal Bike10 Toe-to-bar10 cal Bike",4.025,"4+25","Rounds + Reps","","[{""rnds"":4,""reps"":25}]","",RX,
09/06/2024,"Overhead Squat 5x3","Overhead Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps",245,"245","Load","Overhead Squat","[{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":215},{""success"":true,""load"":225},{""success"":true,""load"":245}]","",RX,
09/07/2024,"CFM 9.7.2024","3 Rounds600m run30 sit-ups 6 wall walks - rest 2:00 -",1150,"19:10","","","[{""secs"":10,""mins"":19}]","",RX,
09/07/2024,"Hang Power Clean 7x2","Hang Power Clean for load: #1: 2 reps #2: 2 reps #3: 2 reps #4: 2 reps #5: 2 reps #6: 2 reps #7: 2 reps",275,"275","Load","Hang Power Clean","[{""success"":true,""load"":135},{""success"":true,""load"":165},{""success"":true,""load"":185},{""success"":true,""load"":215},{""success"":true,""load"":235},{""success"":true,""load"":255},{""success"":true,""load"":275}]","",RX,PR
09/09/2024,"CFM 9.09.2024","EMOM-101-5 Kipping HSPU**Sub seated DB strict Press on bench if needed20 min AMRAP3 RIng MU*12/9 cal ski36 Double Unders",9,"9","Rounds + Reps","","[{""rnds"":9,""reps"":0}]","",RX,
09/10/2024,"CFM 9.10.2024","4 Rounds12 Deadlifts (225/153)18/12 cal bike",353,"5:53","","","[{""secs"":53,""mins"":5}]","",RX,
09/10/2024,"Pause Power Clean 5x3","Pause Power Clean: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps",235,"235","Load","Power Clean","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":235}]","",RX,
09/11/2024,"Overhead Lunge 5x10","Overhead Lunge for load: #1: 10 reps #2: 10 reps #3: 10 reps #4: 10 reps #5: 10 reps",185,"185","Load","Overhead Lunge","[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":165},{""success"":true,""load"":185}]","",RX,
09/11/2024,"CFM 9.11.2024","5 Rounds9 DB Step-overs3 Thrusters (185/123)*Step-overs are done with 2 DBs at your side",593,"9:53","","","[{""secs"":53,""mins"":9}]","",RX,
09/17/2024,"CFM 9.17.2024","EMOM-101-5 Kipping HSPU**Sub seated DB strict Press on bench if needed4 Rounds400m run18-15-12-9 Pull-ups",596,"9:56","","","[{""secs"":56,""mins"":9}]","",RX,
09/18/2024,"Power Clean + Hang Power Clean + Front Squat","5 Sets1 Power Clean1 Hang Power Clean1 Front Squat",275,"275","Load","Hang Power Clean","[{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":215},{""success"":true,""load"":245},{""success"":true,""load"":275}]","",RX,
09/18/2024,"CFM 9.18.2024","3 Rounds10 Front Squats100 Double UndersM:205     W:133",745,"12:25","","","[{""secs"":25,""mins"":12}]","",RX,
09/23/2024,"Helen","3 rounds for time of:• 400m run• 21 Kettlebell Swings 1.5/1 pood • 12 Pull-ups",610,"10:10","","","[{""secs"":10,""mins"":10}]","",RX,PR
09/24/2024,"CFM 9.24.2024","3 Rounds500m row500m ski- rest 3:00 -",645,"10:45","","","[{""secs"":25,""mins"":3},{""secs"":35,""mins"":3},{""secs"":45,""mins"":3}]","",RX,
09/24/2024,"Push Press 10x3","Every 90 seconds x103 Push Press",230,"230","Load","Push Press","[{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":155},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":205},{""success"":true,""load"":230},{""success"":true,""load"":230}]","",RX,
09/26/2024,"CFM 9.26.2024","3 Rounds20 Squat Snatches800m runW:53     M:75",1370,"22:50","","","[{""secs"":50,""mins"":22}]","",RX,
09/27/2024,"Diane","21-15-9 reps for time of:• Deadlift 225/155#  • HSPUPOST WOD: Bike - 4 Rounds30 sec SPRINT2:30 REST",422,"7:02","","","[{""secs"":2,""mins"":7}]","",RX,PR
09/30/2024,"Pause Front Squat 5x5","Pause Front Squat for load: #1: 5 reps #2: 5 reps #3: 5 reps #4: 5 reps #5: 5 reps",205,"205","Load","Front Pause Squat","[{""success"":true,""load"":95},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":185},{""success"":true,""load"":205}]","",RX,
09/30/2024,"CFM 9.30.2024","21-15-9DB ThrustersToes-to-bar",359,"5:59","","","[{""secs"":59,""mins"":5}]","",RX,
10/01/2024,"SKI 10.01.2024","5 Rounds40 sec Ski2:20 rest",252.2,"252.2","Meters","","[{""meters"":261},{""meters"":259},{""meters"":252},{""meters"":245},{""meters"":244}]","",RX,
10/02/2024,"CFM 10.02.2024","10 min AMRAP15 Sit-ups10 V-ups5/4 Ring MU**sub 10 ring rows and 10 matador dips for Ring MU",4.014,"4+14","Rounds + Reps","","[{""rnds"":4,""reps"":14}]","",RX,
10/02/2024,"Overhead Lunge 5x10","Overhead Lunge for load: #1: 10 reps #2: 10 reps #3: 10 reps #4: 10 reps #5: 10 reps",185,"185","Load","Overhead Lunge","[{""success"":true,""load"":95},{""success"":true,""load"":135},{""success"":true,""load"":155},{""success"":true,""load"":185},{""success"":false,""load"":205}]","",RX,
10/07/2024,"Power Clean 7x3","Power Clean 7x3*work on touch-and-go barbell cycling",275,"275","Load","Power Clean","[{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":225},{""success"":true,""load"":245},{""success"":true,""load"":265},{""success"":true,""load"":275}]","",RX,
10/07/2024,"CFM 10.07.2024","3 Sets5 min AMRAP / 3 min REST500m row- then AMRAP -3 power cleans6 push-ups9 sit-ups",14.001999999999999,"14+2","Rounds + Reps","","[{""rnds"":5,""reps"":0},{""rnds"":5,""reps"":0},{""rnds"":4,""reps"":2}]","",RX,
10/08/2024,"CFM 10.08.2024","50 wall balls75ft HS walk40 wall balls50ft HS walk30 wall balls25ft HS walk*sub 5-4-3 wall walks for HS walk if needed",963,"16:03","","","[{""secs"":3,""mins"":16}]","🥹",RX,
10/08/2024,"Pause Back Squat 5x5","Pause Back Squat for load: #1: 5 reps #2: 5 reps #3: 5 reps #4: 5 reps #5: 5 reps",245,"245","Load","Back Pause Squat","[{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":225},{""success"":true,""load"":245},{""success"":true,""load"":245}]","",RX,
10/10/2024,"CFM 10.10.2024","10 Ring MU- then -30-20-10800m runDB SquatsBench Press (135/83)- then -10 ring MU*sub 20 burpee pull-ups for 10 Ring MU if needed",1997,"33:17","","","[{""secs"":17,""mins"":33}]","",RX,
10/19/2024,"CFM 10.19.2024","1200m run12 Bar MU12 Devils Press800m run8 Bar MU8 Devils Press400m run4 Bar MU4 Devils PressM:2x50     W:2x35",1185,"19:45","","","[{""secs"":45,""mins"":19}]","",RX,
10/19/2024,"Crash Crucible Event 4/5","4 RFT:6 Deficit SHSPU (9/6"")30yd Sled Push (moderately heavy) [8:00 Cap]At 10:00 Mark4 RFT:20/15 Cal Bike Erg40 Drag Rope Double UndersPart 1: Heavy and high skilled once again! You HAVE to avoid going to failure! Pick a sled weight that is a slow trudge (tough unbroken on round one and then 1-2 quick stops on round 2-4)Part 2: Pure grit. Can you jump with those legs feeling like concrete??Scaling:SHSPU: should be something you can complete in 1-3 sets every single round. You must not be going to failure on this or its going to be a lot of standing around. Start by decreasing depth. If 9 with no deficit cant be done in 3 sets, then you need to scale to 3-6 reps.Sled: If no sled, you will do a 50yd sandbag bear hug carry!",1027,"17:07","","","[{""secs"":7,""mins"":17}]","",RX,
10/22/2024,"CFM 10.22.2024","20 min AMRAP5 Thrusters7 Hang Power Cleans9 DB Box Step-overs*M:115     W:83*1 DB on your shoulder any way",6,"6","Rounds + Reps","","[{""rnds"":6,""reps"":0}]","Got er done",RX,
10/25/2024,"1 Push Press + 1 Push Jerk 7x2","1 Push Press + 1 Push Jerk for load: #1: 2 reps #2: 2 reps #3: 2 reps #4: 2 reps #5: 2 reps #6: 2 reps #7: 2 reps",265,"265","Load","1 Push Press + 1 Push Jerk","[{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":225},{""success"":true,""load"":245},{""success"":true,""load"":265},{""success"":false,""load"":285}]","",RX,
10/25/2024,"CFM 10.25.2024","5 Rounds for time15 heavy KB Swings10 strict HSPU",660,"11:00","","","[{""secs"":0,""mins"":11}]","3 rounds RX ",SCALED,
10/26/2024,"CFM 10.26.2024","10 min AMRAP5 Toes-to-bar7 DB Snatch35 Double Unders",9.023,"9+23","Rounds + Reps","","[{""rnds"":9,""reps"":23}]","",RX,
10/26/2024,"Pause Back Squat 5x4","Pause Back Squat for load: #1: 4 reps #2: 4 reps #3: 4 reps #4: 4 reps #5: 4 reps",300,"300","Load","Back Pause Squat","[{""success"":true,""load"":135},{""success"":true,""load"":225},{""success"":true,""load"":255},{""success"":true,""load"":285},{""success"":true,""load"":300}]","",RX,PR
10/28/2024,"Fran","21-15-9 reps for time of:• Thruster 95/65#• Pull-ups",167,"2:47","","","[{""secs"":47,""mins"":2}]","Tied PR this really hurt",RX,
