date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
11/09/2021,"Pulling Strength","Alternate Every 45 seconds between as long as you can:1 Legless Rope Climb1 Rope Climb*Max time is 15:00 (20 total reps)Scaling:a. EMOMb. EMOM but do 2 regular to 1 leglessc. EMOM Regular only d. No Rope: alternate between 5 strict and 5 kipping",20,"20","Reps","","[{""reps"":20}]","",RX,
11/10/2021,"Clean/CTB/DU","12:00 AMRAP1 Clean (75%)10 Chest to Bar Pullups20 Drag Rope Double Unders*40 Regular Double Unders*this is a full clean",6.006,"6+6","Rounds + Reps","","[{""rnds"":6,""reps"":6}]","Power cleans",SCALED,
11/12/2021,"Hang Power Clean","Every 1:00 x 7 Sets1 HPC (85-90%)*reset at hips; trying to snap under that bar as fast as you can",235,"235","Load","","[{""success"":true,""load"":235},{""success"":true,""load"":235},{""success"":true,""load"":235},{""success"":true,""load"":235},{""success"":true,""load"":235}]","",RX,
11/12/2021,"Strict Pullups","a. Take 50% of Best Set of Ring Pullups From 10/22Perform this number every 40 seconds until failure *only go up if you got all 15 sets last week[10:00 Cap--ie 15 sets]b. Accumulate 1:00 in Chest to Ring Hold in a Ring Row *Body as parallel to the ground as able (getting minimum 10 seconds at a time)c. Accumulate 50 Empty Bar Curls (control the negative)",0,"4x4","Other / Text","","[{""other"":""4x4""}]","Biceps still blown up from c2b",RX,
11/12/2021,"Up and Down Chipper","30/24 Cal Ski30 TTB30 SHPSU30 TTB30/24 Cal Ski*4:00 Cap for SHSPU",660,"11:00","","","[{""secs"":0,""mins"":11}]","16 shspu,  I’m getting better at these but still a big weakness",RX,
11/13/2021,"Deadlift/Skill","12-9-6 Deadlift (70%)BMU or HSW**You can choose your skill today based on how you feel (ie. lats wrecked-do HSW) or by what you need to work on most. Rep options below:BMU: a. 12-9-6b. 9-6-3c. 6-4-2HSW:a. 75-50-25b. 25-25-25c. 6-4-2 Wall Walks",278,"4:38","","","[{""secs"":38,""mins"":4}]","315 DL unbrokenWall walks",RX,
11/13/2021,"CTB/Snatch","Team of 2:8 Rounds for time:500m Row 5 Snatches (185/125)*Alternate rounds (4 each). Scale snatch to 70%. Yes, this is full snatch.**Indy version: 4 Sets, Rest 1:1",1206,"20:06","","","[{""secs"":6,""mins"":20}]","5 STOH @185 ub ",SCALED,
11/15/2021,"Run/TTB/RC","3 RFT:400m Run30 TTB5 Rope Climbs*Taken from 09/24/21",1078,"17:58","","","[{""secs"":58,""mins"":17}]","🤷‍♂️",RX,
11/16/2021,"OHP","10:00 to find 1RM OHP",165,"165","Load","","[{""success"":true,""load"":165}]","Tied old PR",RX,
11/16/2021,"Nate","20:00 AMRAP2 RMU4 SHSPU8 KB Swings (70/55#)*May sub 2 Strict Chinups and 2 Strict Ring Dips",11,"11","Rounds + Reps","","[{""rnds"":11}]","Hspu destroyed me split them up into some kipping after 4 rounds otherwise I’d just stair at the wall",RX,
11/17/2021,"Clean","Every 1:30 x 10 Sets30 Double Unders1 Clean**Start at 70% and add 5-10# each set. If you fail a rep two times in a row, drop some weight and finish it out.",275,"275","Load","","[{""success"":true,""load"":275}]","Power clean to protect kneeTied old PR",SCALED,
11/17/2021,"Bench Press","10:00 to find 1RM Bench Press",0,"0","Load","","[{""success"":false,""load"":265}]","Hit 245 jumped to 265 for a 5# PR but failed",RX,
11/19/2021,"Row Test","For Time:6 x 500m Row1:00 Rest between sets*Put in your score as your average 500m Pace**So set up a custom workout with 500m intervals with 1:00 rest so you can look at your memory when you’re done to get your average 500",101,"1:41","","","[{""secs"":41,""mins"":1}]","1:311:341:411:471:481:46Cardio sucks right now but I’m gonna shit on the retest at the end of the cycle",RX,
11/19/2021,"Warmup","Row250m easy20sec rest250m moderate20sec rest250m easy 20sec rest100m HardRest to full recovery before 6x500",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
11/20/2021,"Regional Chipper","100 CTB100 Wall Balls100 Pistols100 DB Power Snatches (70/50)25:00 Cap*7:00 Cap for first 3 movements so that you can get at least 4:00 at the DB Power Snatches. Pick a DB weight that is heavier than you normally use. You may sub Box Step Ups (24"") for pistols today.",1500,"25:00","","","[{""secs"":0,""mins"":25}]","100 ctb100 db push press at 2x35100 single leg box step down and touch100 db snatchI did 70 CTB10010050Happy with my effort today",SCALED,
11/23/2021,"Run/Push Press","3 RFT:400m Run25 Push Press (95#)",555,"9:15","","","[{""secs"":15,""mins"":9}]","",RX,
11/23/2021,"RC/PS/RD (part 1)","5 RFT:3 Rope Climbs6 Power Snatches (165/115)*12 Ring Dips*80-85% of PS (should be all singles and no doubt you will power them)Rest 10:00 and then start Run/Push Press",1438,"23:58","","","[{""secs"":58,""mins"":23}]","Had to scale snatch weight, my pull isn’t as good with my knee and I’m developing a bad hinging habit",SCALED,
11/26/2021,"DL/Row/FS/SHSPU","2 RFT:40/32 Cal Row30 Front Squats (135/95)20 Deadlifts (275/185)10 Paralette HSPUScaling:1. Front Squat should be a weight you should be able to do 30 reps UB if you had to (ie probably would happen in this workout)2. Deadlift at 55% if you cant do the prescribed weight for 10 reps TnG3. HSPU: Sub a difficult deficit (or no deficit) that will force you to do 2-4 sets",1110,"18:30","","","[{""secs"":30,""mins"":18}]","70 kb FS",SCALED,
11/27/2021,"Team of 2 (Pt 1)","At 0:00150 Wall Balls (30/20)100 Chest to Bar Pullups25 Sandbag Over Shoulder (150/100)[15:00 Cap]Rest until 20:00 Mark*One partner working at a time. Split the work however.",753,"12:33","","","[{""secs"":33,""mins"":12}]","Partner with amber",RX,
11/27/2021,"Team of 2 (Pt 2)","30-20-10 GHDSUDB Power Snatches (50/35)into 20 Rope ClimbsFlow:P1: 30 GHDSU/P2: 30 DB PSP1: 30 DB PS + P2: 30 GHDSUthen repeat for the 20s and 10s (ie both partners are doing the entire thing but starting on different movement)Rope Climbs are split however",727,"12:07","","","[{""secs"":7,""mins"":12}]","Partner with amber",RX,
11/30/2021,"Deadlift","Every 3:00 x 4 Sets6 Tempo Deadlifts(60-65-70-70%)*4 second negative, reset at the bottom (No TnG). *Double Overhand",335,"335","Load","","[{""success"":true,""load"":285},{""success"":true,""load"":305},{""success"":true,""load"":335},{""success"":true,""load"":335}]","Did not want to do these.  Sinus infection kicking my butt.  Didn’t do the wods but wanted to get this in.  ",RX,
11/30/2021,"Bench Press","Every 2:30 x 5 Sets8 Bench Press (70-75%)",185,"185","Load","","[{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":false,""load"":185},{""success"":true,""load"":135}]","At home sick as a dog ",RX,
12/04/2021,"Deadlift/Sumo Deadlift","1 x 10 TnG Deadlift (60%)Then3x10 TnG Sumo Deadlift (80% of your 10 rep deadlift) 1:00 Rest between sets*This is going to progress through the weeks. These are double overhand deadlifts. I would actually prefer that you would eventually have to use straps and stay double overhand then switch to mixed grip for this cycle. ( you should not need straps for quite a while--toughen your thumbs up)",275,"275","Load","","[{""success"":true,""load"":275},{""success"":true,""load"":225}]","Covid sucks",RX,
12/06/2021,"Max Wall Walks","8:00 Clock2000m C2 Bike40 Bar Facing BurpeesMax Wall Walks with time remaining*Cap your burpees at 7:00 in order to get a minute for Wall WalksAssault bike Sub: 2.5km",8,"8","Reps","","[{""reps"":8}]","",RX,
